trial,state,value,lr,change_penalty,massive_reward,early_finish_bonus,empty_penalty,ppo_epochs,ppo_clip,entropy_coef,success_rate_std_pct,total_change_pct,total_change_std_pct,empty_before_pct,empty_before_std_pct,empty_after_pct,empty_after_std_pct,net_empty_change_pct,net_empty_change_std_pct
10,TrialState.COMPLETE,100.0,2.6098596702658834e-06,0.010454302576022543,220.0,10.0,14.0,4,0.2682103439742559,0.0020099714279099667,0.0,59.66123066842556,0.7321111190056647,55.05976527929306,0.8656645254751054,53.74052755534649,0.9481109781775806,-1.3192377239465714,1.2381868687992685
11,TrialState.COMPLETE,100.0,7.120594733670976e-05,0.02966117620530366,200.0,7.0,9.0,2,0.2913757859762316,0.0016625910909688997,0.0,61.60712908953428,1.117654553731592,55.08251965045929,0.8672443463891484,46.101464461535215,1.1713227622656812,-8.981055188924074,1.4009718283255232
12,TrialState.COMPLETE,100.0,4.340687515367197e-05,0.011282633937580794,340.0,4.0,18.0,3,0.18558643088936164,0.012649596038909881,0.0,61.335058361291885,0.7453560186193282,55.07978517562151,0.9768106082676139,48.30712899565697,1.0127902059025267,-6.772656179964542,1.0780756649945107
13,TrialState.COMPLETE,100.0,1.9698143568675372e-06,0.18005993036885368,160.0,9.0,4.0,4,0.1333031513154323,0.047734182236853835,0.0,60.592480301856995,0.6185295597476733,55.02294920384884,0.9260186252983703,50.9395506978035,0.6437945176352876,-4.0833985060453415,1.1282513299835804
14,TrialState.COMPLETE,100.0,7.097183012637979e-06,0.017088541457456252,260.0,7.0,8.0,3,0.29555470769331726,0.009257810664692166,0.0,59.68017600476742,0.7463080075047636,55.01035150140524,0.9878183826726259,52.61484358459711,1.1359574161336627,-2.3955079168081284,1.4024213966055292
15,TrialState.COMPLETE,100.0,2.355391874846504e-06,0.03633123567546767,200.0,2.0,15.0,2,0.25813983497200543,0.024257053543069555,0.0,58.688672445714474,0.9249147309449243,54.9825194478035,0.9503029699344151,54.30292967706919,0.7895627003742416,-0.6795897707343102,1.1243486979874893
16,TrialState.COMPLETE,100.0,1.3041879807701382e-06,0.8366405655972196,340.0,18.0,3.0,2,0.21762957228164187,0.03296206853264843,0.0,58.409668281674385,0.9877267915610375,54.98925756663084,0.9514155407567844,55.64999956637621,0.9041489573514226,0.660741999745369,1.2169514165689255
17,TrialState.COMPLETE,100.0,2.744333956966656e-06,0.057982818896375986,240.0,14.0,4.0,2,0.15734057528540418,0.027915834863401472,0.0,59.453613348305225,0.7921883701711023,54.998828023672104,0.973522879874638,53.19785203784704,0.6716860214154311,-1.8009759858250618,1.1010659765097994
18,TrialState.COMPLETE,100.0,1.2801931360559742e-05,0.0196644449965614,380.0,17.0,3.0,2,0.10694184139817425,0.049498489291002715,0.0,61.22636720538139,0.8386060518173253,54.99052729457617,0.9225434789725417,47.01386712491512,0.6435961583905355,-7.976660169661045,1.0740403345152527
19,TrialState.COMPLETE,100.0,2.1439644311317487e-06,0.36017865159769236,380.0,11.0,2.0,2,0.2014261310410222,0.0021298176997224865,0.0,58.745898716151714,0.7998364966640876,55.013378858566284,0.9968159716410154,56.03525400161743,0.9424058126034982,1.0218751430511475,1.37683662392614
